
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
200710   4.60   3.74   4.24   4.49   5.92   4.97   4.85   4.31   5.14   9.83
200711  -3.58  -6.23  -2.87  -4.29  -5.42  -4.79  -4.14  -3.25  -4.31  -8.53
200712  -1.54  -1.09  -2.21  -1.27  -2.40  -1.49  -1.80  -1.13  -2.07  -3.60
200801  -8.68  -8.17  -9.67  -8.58  -8.51  -8.36  -8.89  -7.72  -8.69  -9.03
200802   2.23   0.61   2.94   1.74   3.25   1.87   3.25   1.14   4.92   3.83
200803  -1.19   0.33  -1.99  -1.02  -1.65  -0.95  -1.26  -0.43  -1.60  -1.46
200804   5.36   4.16   5.84   6.53   3.85   5.77   4.19   5.11   5.22   3.83
200805   1.84  -0.58   3.01   1.10   2.30   1.03   2.42   0.47   2.71   3.71
200806  -7.87  -9.62  -6.87  -9.74  -6.48  -8.61  -6.94  -8.80  -6.63  -7.69
200807  -3.60  -1.67  -4.25  -3.91  -3.20  -3.41  -3.43  -1.49  -5.38  -6.52
200808  -4.31  -3.37  -4.52  -4.19  -4.89  -3.71  -5.34  -3.25  -4.84  -5.59
200809 -14.05 -11.77 -16.06 -15.13 -15.24 -12.97 -15.16 -12.41 -16.38 -19.11
200810 -20.75 -22.38 -21.42 -23.59 -21.56 -19.79 -23.30 -20.84 -21.19 -26.96
200811  -5.54  -6.26  -3.40  -6.41  -4.36  -6.44  -4.17  -6.23  -6.00  -4.99
200812   6.71   5.87   7.38   6.38   7.80   5.14   8.45   5.61   6.81  10.55
200901  -9.20 -10.50  -8.37 -10.05  -7.67 -10.49  -8.27 -10.96  -8.00  -5.35
200902  -9.92 -12.00 -10.09 -11.20  -9.54  -9.90  -8.99 -10.68  -9.25  -8.95
200903   6.25   9.76   4.52  10.06   3.08   8.60   3.98   8.71   5.54   6.01
200904  12.32  22.21   6.90  20.68   5.92  19.64   6.23  19.80   8.08  13.30
200905  13.68  15.93  12.08  16.60  11.14  15.59  12.41  15.01  13.49  17.31
200906  -0.66  -0.31   0.13  -1.51   0.05  -1.39  -0.72  -0.46  -0.67  -0.02
200907   9.25  11.71   6.84  11.54   6.76  11.71   6.87  12.03   7.38   4.59
200908   4.11   7.19   1.60   6.39   1.47   6.21   2.93   6.75   1.79   4.37
200909   4.69   5.17   4.64   4.90   4.47   5.06   4.54   4.76   4.98   4.27
200910  -1.70  -3.06  -1.59  -2.34  -1.87  -1.86  -1.31  -2.50  -1.42  -2.34
200911   2.32   1.18   2.57   1.86   2.33   2.00   2.79   1.77   3.62  -0.18
200912   1.32   1.53   1.20   1.79   0.11   1.66   0.55   1.77   0.24   0.53
201001  -4.35  -3.74  -4.35  -4.06  -3.79  -4.10  -3.64  -3.78  -4.70  -2.79
201002  -0.08  -0.31   0.30  -0.49  -0.16  -0.37   0.50   0.23  -0.21  -0.61
201003   6.20   6.37   6.02   6.50   5.93   6.84   6.15   5.26   7.22   9.09
201004  -0.78   0.04  -1.29  -0.18  -0.80  -0.85  -0.74  -0.31  -0.95  -0.31
201005 -10.61 -11.18  -9.92 -11.29 -10.38 -10.74  -9.85 -10.81 -10.16 -12.48
201006  -1.05  -1.68  -0.38  -2.52  -0.62  -1.85   0.15  -1.22  -0.42  -3.02
201007   9.31  10.54   8.23  10.07   8.92  10.49   8.41   9.29   9.58  11.08
201008  -3.08  -4.20  -2.34  -3.18  -2.95  -3.09  -3.32  -2.04  -2.91  -4.96
201009  10.34  10.56  10.60  10.14  10.36  10.47  10.54   9.14  11.21  12.72
201010   4.12   3.95   4.36   4.38   4.21   4.31   3.98   4.61   3.57   5.96
201011  -4.56  -5.01  -3.08  -4.62  -3.80  -4.45  -4.13  -5.17  -3.86  -3.58
201012   8.17   8.97   7.39   9.46   7.18   8.70   8.06   7.68   8.61  10.69
201101   1.92   4.16  -0.22   3.84   0.41   3.57  -0.30   2.77   0.12   1.04
201102   3.38   3.41   3.36   3.38   3.07   2.94   2.93   3.54   3.52   4.02
201103  -1.37  -2.57  -0.04  -1.91  -0.74  -2.12  -0.21  -1.51  -0.60  -0.86
201104   5.69   5.00   6.53   5.34   6.18   5.36   6.37   5.62   5.81   5.18
201105  -2.63  -3.63  -1.75  -2.66  -3.23  -2.66  -2.57  -2.44  -2.75  -4.17
201106  -1.29  -1.55  -1.14  -1.59  -1.18  -1.21  -1.46  -1.00  -0.96  -3.36
201107  -1.00  -2.19   0.49  -1.64  -0.33  -1.15   0.13  -1.14  -0.25  -1.55
201108  -8.01  -9.78  -6.02  -7.90  -9.19  -8.33  -6.87  -6.09  -9.24  -8.69
201109  -9.85  -9.61 -10.48  -8.49 -12.91  -8.27 -12.19  -7.18 -13.13 -12.36
201110   8.52   8.25   8.61   7.35  10.93   7.82  10.03   7.01  10.75   6.48
201111  -4.37  -5.71  -3.46  -4.70  -4.75  -4.45  -4.64  -3.73  -4.24  -5.86
201112  -1.09  -1.09  -1.77  -0.42  -3.27  -0.42  -2.65   0.25  -2.94  -1.79
201201   5.92   8.66   4.50   8.71   5.11   7.81   5.32   5.34   7.37   9.78
201202   5.15   6.17   4.89   5.46   5.10   4.66   5.33   4.93   4.86   4.63
201203  -0.07  -1.28   1.09  -0.90   0.58  -1.46   0.67   0.09  -0.56   0.93
201204  -1.24  -3.45   0.41  -2.49  -0.26  -2.63   0.01  -2.12  -0.22  -1.06
201205 -10.95 -12.61  -9.82 -12.64  -9.90 -12.23  -9.70 -10.42 -11.36 -14.02
201206   5.80   6.97   4.93   6.50   5.00   6.12   4.97   7.19   4.54   4.92
201207   1.11  -0.30   1.67   0.39   1.24   0.10   1.78   0.55   1.30  -0.39
201208   2.84   3.50   2.71   3.13   2.71   2.68   2.71   3.02   3.28   1.51
201209   3.32   4.49   2.62   4.72   3.40   3.86   3.59   3.33   3.33   4.76
201210   0.84   1.53   0.47   1.85   0.11   1.45   0.18   0.58   0.70   1.34
201211   1.87   1.87   2.31   2.33   1.85   1.67   2.01   1.10   2.01   1.36
201212   3.19   4.75   2.09   4.37   2.09   4.28   1.52   2.91   2.68   3.63
201301   5.06   5.92   4.56   5.69   4.43   5.44   4.32   5.31   4.18   7.35
201302  -0.70  -2.51   0.31  -2.26   0.49  -2.56  -0.02  -1.37   0.33  -2.23
201303   1.01  -0.67   2.60  -0.15   2.23  -0.33   2.72   1.23   1.00   2.39
201304   4.33   4.83   4.14   4.99   3.75   4.34   3.61   5.64   3.14   8.53
201305  -1.84  -1.36  -1.84  -1.47  -1.79  -0.97  -2.29  -2.58  -0.77   1.39
201306  -3.67  -4.46  -3.35  -3.94  -3.54  -4.16  -3.38  -3.00  -4.22  -6.66
201307   5.38   6.48   4.52   6.37   4.94   6.46   4.72   5.12   5.68   6.10
201308  -1.21  -0.82  -1.00  -1.12  -0.80  -0.52  -1.14  -0.98  -1.13   0.97
201309   6.94   7.25   6.83   7.16   6.82   7.39   6.50   7.35   6.71  11.11
201310   3.10   3.47   2.34   3.56   2.50   3.32   2.16   3.57   2.41   1.70
201311   0.48   0.33   0.47   0.44   0.55   0.54   0.19   0.48   0.37   1.05
201312   1.74   1.86   2.08   1.72   2.38   2.02   1.94   1.62   2.05   2.40
201401  -3.46  -2.62  -4.08  -3.20  -3.09  -2.99  -3.19  -3.03  -4.52  -0.64
201402   5.18   4.89   5.19   5.15   4.62   5.30   4.64   5.53   4.96   4.94
201403   0.09   0.23  -0.63   0.56  -1.12   0.73  -1.23   0.52  -0.40  -2.24
201404   1.35   1.92   0.14   2.27   0.53   2.21   0.08   2.29   0.55  -0.89
201405   1.65   1.38   1.92   1.46   1.39   1.28   1.83   2.22   1.24   0.38
201406   1.63   1.41   1.49   1.91   1.57   1.91   1.90   1.97   1.94   2.54
201407  -1.91  -1.95  -2.09  -1.66  -1.94  -2.14  -1.36  -2.09  -2.17  -3.19
201408  -0.20  -0.29  -0.06  -0.19  -0.02  -0.69   0.13   0.03   0.03  -1.19
201409  -4.04  -4.57  -3.74  -4.66  -4.21  -4.94  -4.22  -4.16  -4.42  -5.70
201410  -1.52  -2.65  -0.25  -1.93  -1.23  -2.58  -0.68  -1.48  -1.04  -4.06
201411   0.77  -0.03   1.44  -0.33   1.03  -0.21   1.35   0.13   1.32   0.42
201412  -2.75  -2.72  -2.68  -3.30  -2.46  -2.86  -1.83  -2.95  -2.31  -2.64
201501   0.04  -1.56   1.25  -0.90   0.02  -0.55   1.00  -0.16   0.53  -1.32
201502   5.40   6.86   4.53   6.14   5.61   5.65   5.05   5.34   5.41   6.90
201503  -1.08  -1.59  -0.05  -1.63  -0.32  -1.85  -0.02  -1.90  -0.78  -0.27
201504   4.74   6.58   3.83   5.28   4.27   5.98   3.64   5.33   4.52   6.13
201505  -0.63  -0.57  -0.41  -0.84  -0.63  -1.19  -0.14  -1.55   0.61  -0.49
201506  -2.54  -2.48  -2.64  -2.63  -2.56  -2.82  -2.22  -2.72  -2.25  -2.12
201507   1.13  -0.31   2.12  -0.09   1.61  -0.33   2.23   0.95   1.55  -0.49
201508  -6.25  -6.36  -6.03  -6.65  -5.87  -6.43  -5.85  -6.34  -5.91  -4.27
201509  -4.35  -6.17  -3.47  -5.35  -3.63  -5.97  -2.79  -4.74  -3.10  -3.84
201510   7.03   6.85   7.59   7.50   6.14   7.93   6.45   7.08   7.71   3.53
201511  -1.16  -2.14  -0.26  -1.61  -1.01  -1.95  -0.68  -1.60  -0.52  -1.65
201512  -1.12  -1.44  -0.81  -1.68  -0.96  -2.01  -0.50  -1.59  -0.65  -0.60
201601  -6.70  -9.41  -5.00  -8.09  -6.36  -7.48  -5.89  -6.49  -6.73 -11.15
201602  -1.19  -1.73  -0.27  -2.00  -0.09  -1.29  -0.37  -1.34   0.44  -2.16
201603   6.97   7.60   6.11   7.76   5.94   7.51   6.46   7.59   6.55   8.05
201604   3.08   5.31   1.54   4.05   2.49   4.49   1.93   4.18   2.38   3.47
201605  -0.83  -2.29   0.15  -1.80   0.35  -2.09   0.50  -1.62  -0.01  -0.82
201606  -3.27  -5.50  -1.55  -4.97  -3.06  -3.74  -2.12  -3.47  -2.95  -7.13
201607   5.15   5.83   4.34   6.18   5.50   5.37   4.96   4.66   5.40   5.28
201608   0.15   2.22  -1.75   2.35  -0.64   1.90  -1.40   1.73  -0.71   1.58
201609   1.46   1.08   1.85   0.97   1.90   1.39   1.93   1.27   2.03   0.90
201610  -1.75   1.44  -3.72   0.53  -3.18   0.31  -4.03   0.11  -3.51  -2.12
201611  -2.32  -0.28  -3.76  -0.95  -3.46  -1.40  -4.09  -1.08  -3.37  -1.29
201612   2.80   3.55   1.51   3.78   1.79   3.80   1.54   3.35   1.74   1.40
201701   3.46   3.45   3.60   3.32   3.63   3.17   3.77   2.44   4.25   3.94
201702   1.13   0.28   1.50   0.38   1.27   0.39   1.52   0.45   1.33   0.84
201703   3.14   2.86   3.90   3.13   3.38   2.94   3.45   2.83   3.19   3.30
201704   3.10   2.69   3.47   3.07   3.28   2.58   3.76   2.16   3.99   2.54
201705   3.81   2.28   5.09   2.97   4.65   3.47   4.88   3.55   4.71   4.22
201706   0.37   1.73  -0.69   1.55  -0.50   0.93  -0.14   0.69   0.10   0.62
201707   2.93   3.99   1.98   3.92   2.99   3.93   2.70   3.53   2.50   3.86
201708   0.20  -0.34   0.58  -0.01   0.58   0.04   0.38  -0.48   0.93   1.24
201709   2.15   2.96   1.72   2.76   2.30   2.68   1.74   2.53   1.43   1.38
201710   1.49   1.02   1.73   1.10   2.33   1.38   2.06   0.56   2.46   1.68
201711   0.89   0.42   1.45   0.59   1.21   0.55   1.45   1.20   1.10  -1.09
201712   1.50   2.19   1.19   1.88   1.57   1.65   1.50   1.39   1.78   1.63
201801   4.80   5.32   4.61   5.06   5.27   4.53   5.27   4.19   5.29   7.02
201802  -4.18  -4.36  -3.87  -3.77  -3.67  -3.97  -3.47  -4.28  -3.67  -1.93
201803  -1.01  -1.69  -0.22  -1.69  -0.24  -1.24   0.10  -1.45  -0.39  -2.89
201804   1.70   2.61   0.69   1.78   1.74   2.74   1.16   2.09   1.30  -0.41
201805  -1.47  -3.66   0.84  -3.92   0.96  -2.95   1.01  -3.36   0.93   0.39
201806  -1.34  -2.11  -1.01  -1.76  -1.07  -1.82  -0.97  -1.29  -1.27  -2.01
201807   2.00   2.55   1.99   2.91   0.54   2.71   1.06   3.04   1.03   1.19
201808  -1.64  -2.52   0.16  -2.08  -0.48  -2.51   0.12  -2.79  -0.32  -1.26
201809   0.75   1.63  -0.59   1.11  -0.59   1.88  -0.62   1.43  -0.21  -1.33
201810  -8.19  -7.43  -9.26  -7.30  -9.59  -7.22  -9.80  -6.34  -9.96 -10.29
201811   0.39  -0.54   1.07   0.16   0.18  -0.10   0.82   0.49  -0.29   0.73
201812  -4.93  -5.15  -5.46  -5.21  -5.29  -4.27  -5.30  -4.68  -4.94  -6.89
201901   6.64   7.24   6.11   7.99   6.02   7.44   5.54   6.66   6.02   8.13
201902   2.46   1.70   3.61   1.95   3.57   1.63   3.84   1.77   3.22   1.85
201903   0.61  -1.07   2.00  -0.98   1.84  -0.55   2.31  -0.76   1.64  -0.54
201904   2.93   3.33   3.12   3.62   2.94   3.16   3.11   3.42   3.05   3.23
201905  -4.37  -5.86  -2.79  -6.31  -3.02  -6.12  -2.40  -5.12  -3.42  -5.43
201906   5.18   4.44   5.65   5.06   5.18   5.24   5.15   4.98   5.25   3.73
201907  -1.44  -2.49  -0.95  -2.12  -0.68  -2.17  -0.74  -2.11  -1.10  -0.22
201908  -2.19  -4.24  -1.02  -3.66  -0.94  -3.16  -0.60  -3.04  -1.54  -3.24
201909   2.69   4.97   1.19   4.41   1.11   3.79   0.89   4.55   1.09   0.62
201910   3.44   3.60   4.09   4.39   3.59   3.73   3.67   3.72   3.73   2.62
201911   1.38   0.79   2.26   1.35   1.83   1.42   1.97   0.61   2.17   2.79
201912   3.34   3.95   2.93   3.92   3.21   3.52   3.03   3.49   3.27   4.16
202001  -2.14  -4.54  -0.87  -4.02  -1.26  -4.31  -1.23  -3.47  -1.29  -2.68
202002  -8.66  -9.23  -8.42  -9.02  -8.19  -8.94  -8.05  -9.48  -7.92  -7.31
202003 -13.79 -20.46  -8.57 -18.30 -10.62 -18.58  -9.99 -18.44 -10.98 -17.85
202004   6.68   5.15   8.18   5.18   8.61   5.63   8.34   4.97   8.18  14.42
202005   4.77   2.76   6.84   3.39   7.52   3.53   7.58   2.59   6.99  10.04
202006   3.13   3.60   2.65   3.84   2.68   3.86   2.60   3.60   3.08   5.41
202007   2.21  -0.48   3.73   0.04   3.93   0.70   3.96   0.11   4.40   4.16
202008   5.76   7.28   5.23   7.11   5.90   6.78   5.70   6.53   5.86   7.04
202009  -2.03  -4.66  -0.34  -4.27  -0.65  -4.09  -0.35  -4.69  -0.22   0.21
202010  -3.38  -2.56  -3.87  -2.47  -4.04  -2.31  -4.11  -2.84  -3.20  -1.84
202011  14.63  19.40  12.15  19.09  12.42  18.54  12.40  18.35  13.37  12.63
202012   5.05   5.02   4.50   5.76   5.22   6.12   5.03   5.05   5.46   6.38
202101  -1.16  -0.63  -1.29  -1.28  -1.12  -0.76  -1.57  -0.57  -1.72  -0.21
202102   2.23   7.10  -0.36   6.37  -0.32   6.34  -0.44   5.15   0.67   1.11
202103   3.07   4.75   1.01   5.11   1.02   4.96   0.80   3.85   1.41  -1.14
202104   3.41   1.98   4.36   2.34   5.05   1.97   4.89   2.16   5.04   3.95
202105   3.72   4.64   3.14   5.10   3.24   4.90   2.99   4.32   3.61   0.05
202106  -1.12  -2.74   0.35  -2.54  -0.06  -2.30   0.05  -1.98  -0.70   1.47
202107   0.92  -0.35   1.97   0.07   1.87  -0.31   2.34   0.28   2.13  -1.00
202108   1.57   1.48   2.71   0.51   3.04   0.87   3.18   0.95   2.41   2.99
202109  -2.87  -0.30  -4.24  -0.99  -3.92  -0.29  -4.42  -1.03  -3.94  -5.02
202110   2.75   2.58   3.23   2.95   3.18   2.48   3.23   2.14   3.86   1.07
202111  -3.93  -5.90  -2.44  -5.49  -2.57  -5.09  -2.71  -4.73  -2.77  -5.52
202112   4.40   5.18   2.76   5.19   3.29   4.93   2.95   5.40   2.96  -0.42
202201  -5.55   0.49 -12.46   0.86 -12.25   0.63 -12.83   0.58 -11.68 -15.68
202202  -2.34  -1.80  -3.67  -2.11  -3.25  -1.34  -3.50  -1.56  -3.09  -3.52
202203   0.51   0.07   0.89   0.44   0.90   0.71   1.09   0.41   0.95   0.74
202204  -6.58  -5.99  -8.80  -5.44  -8.94  -4.85  -9.29  -4.38  -9.04 -10.66
202205   0.60   2.57  -0.69   2.63  -0.76   2.76  -1.07   2.20  -0.74  -0.10
202206  -8.70  -9.58  -8.88  -8.78  -9.55  -9.19  -8.67  -8.39  -9.15 -12.01
202207   5.41   2.71   9.69   1.57   9.12   1.74   9.71   2.36   9.65   7.66
202208  -5.22  -3.44  -6.71  -4.33  -5.81  -4.04  -6.16  -4.29  -6.48  -4.96
202209  -9.62  -9.35 -10.90  -9.13 -11.05  -9.58 -10.39  -8.63 -11.26 -12.58
202210   4.48   5.07   4.13   4.72   4.43   5.13   4.27   4.79   3.98   4.96
202211  12.01  11.29  12.99  11.72  12.57  11.48  12.38  10.68  12.92  12.42
202212  -0.70   1.38  -2.48   1.76  -2.88   1.52  -2.39   1.31  -2.28  -3.51
202301   7.51   9.04   7.14   8.91   7.39   7.75   7.50   7.41   7.43   9.21
202302  -2.55  -0.79  -3.39  -1.74  -3.18  -1.47  -3.32  -1.48  -2.77  -2.22
202303   2.50  -2.21   5.37  -0.25   4.85   0.81   5.16  -0.15   4.45   1.51
202304   2.56   3.26   1.98   2.25   2.33   2.47   2.20   2.98   1.53   0.14
202305  -4.14  -4.13  -3.00  -4.53  -3.20  -5.15  -2.50  -4.88  -3.24  -1.25
202306   4.38   5.52   3.20   6.51   2.77   5.87   2.96   4.90   3.04   5.28
202307   2.99   4.95   1.98   4.75   1.39   4.39   1.37   4.45   2.03   4.10
202308  -3.64  -2.92  -4.41  -3.46  -4.72  -2.52  -4.56  -3.03  -4.04  -7.07
202309  -3.59  -1.42  -6.22  -1.66  -5.94  -1.12  -6.09  -1.59  -6.22  -5.54
202310  -4.16  -5.02  -4.36  -4.98  -4.53  -4.44  -4.15  -3.75  -4.29  -8.89
202311   8.96   8.25  10.39   8.69   9.24   8.05  10.66   8.28  10.13  12.69
202312   5.72   5.64   6.53   5.89   6.37   5.24   6.16   5.80   6.53   6.41
202401  -0.41  -0.99  -0.21  -0.72  -0.66  -0.71  -0.32  -0.56  -0.08  -3.92
202402   2.16   0.75   4.26   0.59   4.06   0.15   4.54  -0.12   2.83   6.36
202403   3.29   5.43   1.50   4.79   2.60   4.52   1.89   4.54   2.54   1.21
202404  -2.97  -1.24  -4.56  -1.15  -4.47  -1.16  -4.90  -1.11  -4.42  -6.06
202405   4.02   5.23   3.76   4.16   4.70   3.87   4.10   4.66   4.15   6.79
202406  -1.87  -3.58  -0.37  -3.38  -0.46  -3.70  -0.28  -3.00  -0.71  -0.98
202407   3.29   4.55   2.34   3.88   2.77   3.95   2.30   4.87   3.07   2.07
202408   2.77   0.74   3.73   1.00   4.01   1.52   3.84   1.93   3.93   1.59
202409   1.35   1.69   1.00   2.07   1.18   1.62   1.38   1.79   1.44   1.30
202410  -4.80  -3.46  -6.04  -3.86  -5.05  -4.20  -5.60  -3.90  -5.46  -4.94
202411  -0.49  -0.06  -0.60  -0.46  -0.44  -0.81  -0.49  -0.86  -0.50  -0.27
202412  -2.27  -2.10  -2.51  -1.79  -2.70  -1.93  -2.77  -2.32  -2.53  -2.34
202501   4.36   4.55   5.00   3.82   5.46   3.58   5.40   3.68   5.03   6.09
202502   1.53   3.89  -0.77   3.77  -0.95   3.57  -0.91   4.11  -0.21  -2.02
202503   0.01   2.29  -2.95   1.92  -2.18   1.88  -2.81   2.97  -2.01  -2.94
202504   4.47   2.89   5.83   2.99   6.25   2.69   6.41   3.99   5.57   4.52
202505   5.01   5.63   5.64   5.27   5.28   5.09   5.38   4.55   5.60   7.60
202506   2.97   3.87   2.94   2.73   3.90   2.62   3.53   2.70   3.51   5.01
202507  -1.54   1.12  -2.87   0.71  -2.80   0.41  -3.39  -0.22  -2.30  -1.78
202508   4.62   5.96   2.55   5.82   2.88   5.78   2.20   5.84   2.47   4.94
202509   1.73   2.12   1.31   1.72   1.62   1.45   0.78   1.44   1.65   0.99
202510   1.05  -0.20   1.72   0.42   2.47   0.45   1.61  -0.35   1.54   0.69
202511   0.93   3.88  -1.70   3.60  -2.31   3.72  -2.13   3.74  -1.90  -3.73
202512   2.93   4.97   0.81   4.73   0.96   4.09   0.78   4.19   2.12  -1.04

     Value-Weight Local  Returns      All 4 Data Items Required
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501  15.60  14.24  15.85  15.32  15.67  14.68  16.62  13.23  16.45   4.97
197502  10.37  12.37   9.37  12.64   8.61  11.95   9.47  11.30   9.54   2.95
197503   1.12   0.82   2.08   1.49   0.22   0.55   1.55   0.42   2.03   3.94
197504   5.03   4.97   5.10   4.61   4.56   3.74   5.65   2.42   6.81  -3.19
197505  -0.54  -1.07  -1.15   0.11  -1.06   0.51  -1.36  -1.01  -1.23  -7.28
197506  -2.21  -2.66  -3.07  -1.91  -3.52  -2.60  -2.41  -3.64  -1.79  -3.08
197507  -0.30  -0.46  -0.38  -0.28   0.40   0.62  -0.47   0.83  -0.16  -4.52
197508   0.36   0.54  -0.28   0.19  -0.16   0.11  -0.13   0.33  -0.51  -4.50
197509  -2.34  -1.16  -2.56  -2.26  -1.89  -2.75  -2.81  -1.80  -2.93  -3.18
197510   7.30   7.18   6.54   8.11   6.05   7.97   6.82   8.28   6.07   9.13
197511   4.55   5.32   4.40   4.31   2.99   3.55   4.66   4.15   5.11  -3.07
197512   2.77   3.19   1.62   3.62   1.81   3.60   1.39   3.44   2.07   2.21
197601   4.48   7.75   1.64   6.13   3.40   7.16   1.85   7.44   2.36   5.43
197602  -0.19   0.84  -0.95   0.97  -0.87   1.59  -0.90   0.47  -0.85   4.03
197603   0.36  -0.82   0.55   1.22  -0.10   0.10   0.71  -0.45   0.72  -2.48
197604   0.34  -0.29   0.20   0.67   0.09   0.67   0.09   0.59   1.39  -2.00
197605  -1.09  -1.86  -1.30  -0.24  -1.18  -1.12  -0.87  -1.63   0.00   0.79
197606   1.17   1.74   0.12   2.09   0.28   1.91  -0.22   2.17   0.24   0.89
197607  -1.95  -1.64  -1.55  -1.72  -2.45  -1.44  -2.04  -1.39  -1.47   1.20
197608  -0.88  -1.08  -1.02  -0.93  -0.75  -1.12  -0.98  -0.69  -1.69   0.65
197609  -1.53  -2.11  -2.26  -1.68  -1.57  -2.12  -1.46  -1.72  -1.73   0.48
197610  -5.44  -7.29  -4.81  -5.36  -5.16  -6.37  -4.89  -6.78  -3.39  -7.45
197611   1.67   1.74   1.17   2.28   0.28   1.48   1.52   2.23   1.14   0.50
197612  10.36   9.91   9.38  11.80   9.64  10.30   9.02   7.60  10.93   5.73
197701  -0.47   0.90  -1.00  -0.40  -0.13   0.36  -1.16   2.07  -2.03   4.78
197702   1.78   3.44   1.02   2.63   0.48   3.21   0.72   3.90   1.26   1.21
197703  -0.15   1.45  -1.13  -0.45   0.16   0.78   0.03   0.68  -1.87  -0.37
197704   2.67   3.95   1.26   2.46   3.00   3.87   1.79   4.15   1.87   0.80
197705  -0.28  -0.22  -0.05   0.86  -1.08   0.26  -0.72  -0.30  -0.15   0.33
197706   1.20   1.16   0.91   1.44   0.33   1.48   0.78   1.36   1.19   1.61
197707  -1.73   0.03  -3.35  -1.30  -1.89   0.45  -2.69   0.36  -4.02   3.68
197708   4.34   4.06   4.06   4.68   4.31   5.01   4.53   4.68   4.34   2.23
197709   1.86   1.10   2.67   2.72  -0.24  -0.30   2.97   0.74   2.46   4.02
197710  -1.72  -0.46  -2.48  -1.02  -2.11  -1.28  -1.73  -0.38  -2.51   5.16
197711  -1.32  -1.44  -1.80  -1.26  -1.42  -1.14  -1.29  -1.24  -1.61  -6.53
197712  -0.03   2.41  -1.87   1.03  -1.03   1.80  -0.50   2.48  -2.58  -0.53
197801   0.43   3.18  -0.68   2.01  -1.27   1.56  -1.33   1.71   0.90   4.77
197802  -0.30   0.76  -0.75   1.00  -1.23   0.48  -0.62  -0.38  -0.74   1.43
197803   5.34   5.25   4.79   5.26   4.65   5.67   4.42   5.83   4.41   5.60
197804   0.71   1.14   1.15   2.20  -0.20   1.06   0.02   0.29   0.70   1.00
197805   2.36   3.46   1.46   2.03   2.96   4.24   1.27   2.50   1.69   2.78
197806   0.50  -1.12   1.47  -0.11   0.87  -1.14   1.50  -0.33   1.44  -1.55
197807   3.41   3.61   3.91   3.43   3.94   4.12   3.93   3.85   3.30   4.99
197808   1.47   0.93   2.45   1.13   2.33   0.92   2.12   0.72   2.70   4.77
197809   2.12   1.23   3.36   2.16   1.04   0.74   2.52   1.03   3.51   5.07
197810  -2.45  -1.05  -3.02  -2.88  -1.88  -2.13  -2.10  -0.52  -4.14  -1.75
197811   1.01   1.91   0.05   0.78   1.20   2.21   0.17   1.14   1.00  -2.30
197812   1.65   2.71   0.31   1.80   1.20   2.95   0.05   2.69   1.07  -1.04
197901   2.67   2.73   3.21   1.72   3.04   2.58   3.11   2.69   3.44   0.24
197902  -0.56  -1.06  -0.42  -1.40  -0.42  -1.57  -0.63  -1.55  -0.01  -0.63
197903   4.08   2.88   5.17   2.95   4.40   1.94   4.77   2.15   5.82   0.89
197904   2.23   3.35   2.81   3.68   1.21   2.32   1.07   0.65   3.10  -5.74
197905  -1.85  -2.55  -1.44  -2.05  -0.71  -1.43  -2.63   0.02  -3.83  -1.66
197906  -0.13  -0.04  -1.22   0.33  -0.19  -0.52  -1.54  -0.66  -0.28   3.81
197907  -0.61  -0.42   0.52  -0.58  -0.52  -0.93   0.01  -0.22  -1.17   0.07
197908   4.04   4.29   3.19   4.19   3.80   4.63   3.62   4.09   4.00   1.14
197909   3.68   3.47   3.34   2.67   3.66   2.02   3.24   2.05   4.09   0.76
197910  -4.16  -4.59  -4.48  -4.36  -4.02  -5.59  -6.08  -4.38  -3.49  -8.22
197911   1.24   0.07   1.15   0.79   1.14  -0.07   1.21   0.49   0.51   2.75
197912   1.54   1.68   1.03   1.93   0.97   2.58   1.58   2.16   0.70   6.20
198001   5.13   4.26   5.41   5.41   5.12   4.95   5.20   4.45   3.86  21.18
198002   2.93   0.37   4.22   2.29   3.45   1.97   2.92   1.25   2.98   0.12
198003  -8.88  -7.50  -9.10  -7.82  -9.51  -8.11  -8.39  -7.25  -8.61 -11.32
198004   3.70   2.81   3.62   2.77   3.80   2.27   3.83   3.98   4.63   3.26
198005   1.59   1.34   1.10   2.05   1.25   2.08   1.32   0.81   1.39  -3.13
198006   5.15   4.46   6.36   2.62   6.38   2.90   7.59   3.32   6.74  -1.36
