date,us_equity,intl_equity,bonds,cash,inflation
1978-11,-0.054363,-0.054363,-0.005742,0.007000,0.004471
1978-12,0.019243,0.019243,0.001643,0.007800,0.004451
1979-01,0.041891,0.041891,0.007583,0.007700,0.008863
1979-02,-0.010533,-0.010533,0.006281,0.007300,0.011713
1979-03,0.023448,0.023448,0.003703,0.008100,0.010130
1979-04,0.024348,0.024348,0.003117,0.008000,0.011461
1979-05,-0.018892,-0.018892,0.030045,0.008200,0.012748
1979-06,0.024215,0.024215,0.004802,0.008100,0.011189
1979-07,0.014255,0.014255,0.002229,0.007700,0.011065
1979-08,0.050189,0.050189,-0.011836,0.007700,0.009576
1979-09,0.015448,0.015448,-0.052341,0.008300,0.010840
1979-10,-0.033489,-0.033489,-0.012797,0.008700,0.008043
1979-11,-0.003187,-0.003187,0.024929,0.009900,0.009309
1979-12,0.044077,0.044077,-0.016234,0.009500,0.010540
1980-01,0.033163,0.033163,-0.082598,0.008000,0.014342
1980-02,0.043996,0.043996,-0.008744,0.008900,0.014139
1980-03,-0.087742,-0.087742,0.086245,0.012100,0.015209
1980-04,-0.011583,-0.011583,0.089905,0.012600,0.011236
1980-05,0.050399,0.050399,0.033815,0.008100,0.009877
1980-06,0.068663,0.068663,-0.021039,0.006100,0.011002
1980-07,0.049726,0.049726,-0.042435,0.005300,0.000000
1980-08,0.035077,0.035077,-0.014933,0.006400,0.007255
1980-09,0.028387,0.028387,-0.004428,0.007500,0.008403
1980-10,0.033267,0.033267,-0.042556,0.009500,0.009524
1980-11,0.046166,0.046166,0.001617,0.009600,0.008255
1980-12,-0.012429,-0.012429,0.025964,0.013100,0.009357
1981-01,0.000125,0.000125,-0.023731,0.010400,0.008111
1981-02,-0.030677,-0.030677,0.014864,0.010700,0.010345
1981-03,0.041459,0.041459,-0.019379,0.012100,0.006826
1981-04,0.012961,0.012961,-0.010969,0.010800,0.006780
1981-05,-0.016150,-0.016150,0.046130,0.011500,0.007856
1981-06,0.008599,0.008599,-0.031618,0.013500,0.008909
1981-07,-0.020135,-0.020135,-0.022144,0.012400,0.011038
1981-08,0.008054,0.008054,-0.006873,0.012800,0.007642
1981-09,-0.082999,-0.082999,0.021466,0.012400,0.009751
1981-10,0.017298,0.017298,0.108971,0.012100,0.002146
1981-11,0.030463,0.030463,-0.006677,0.010700,0.003212
1981-12,0.011819,0.011819,-0.034042,0.008700,0.003202
1982-01,-0.048021,-0.048021,0.020573,0.008000,0.003191
1982-02,-0.019118,-0.019118,0.042664,0.009200,0.003181
1982-03,-0.027424,-0.027424,0.011013,0.009800,-0.001057
1982-04,0.054716,0.054716,0.025122,0.011300,0.004233
1982-05,0.005718,0.005718,-0.024589,0.010600,0.009484
1982-06,-0.052685,-0.052685,0.030665,0.009600,0.012526
1982-07,0.002449,0.002449,0.060978,0.010500,0.005155
1982-08,0.007950,0.007950,0.051961,0.007600,0.002051
1982-09,0.120974,0.120974,0.096711,0.005100,0.002047
1982-10,0.088819,0.088819,0.031174,0.005900,0.003064
1982-11,0.045003,0.045003,0.009405,0.006300,-0.002037
1982-12,0.013559,0.013559,0.013709,0.006700,-0.004082
1983-01,0.039266,0.039266,-0.007120,0.006900,0.002049
1983-02,0.021308,0.021308,0.021836,0.006200,0.001022
1983-03,0.038664,0.038664,0.015547,0.006300,0.000000
1983-04,0.041979,0.041979,0.009902,0.007100,0.007150
1983-05,0.044245,0.044245,-0.019826,0.006900,0.006085
1983-06,0.017540,0.017540,-0.022384,0.006700,0.003024
1983-07,0.007091,0.007091,-0.017861,0.007400,0.004020
1983-08,-0.024062,-0.024062,0.021605,0.007600,0.003003
1983-09,0.033149,0.033149,0.016189,0.007600,0.004990
1983-10,0.006494,0.006494,0.000833,0.007600,0.002979
1983-11,-0.011399,-0.011399,0.001590,0.007000,0.001980
1983-12,-0.001266,-0.001266,0.019235,0.007300,0.000988
1984-01,0.015775,0.015775,-0.000170,0.007600,0.005923
1984-02,-0.051107,-0.051107,-0.017540,0.007100,0.004907
1984-03,0.004439,0.004439,-0.007217,0.007300,0.001953
1984-04,0.005095,0.005095,-0.032140,0.008100,0.004873
1984-05,-0.002503,-0.002503,0.003018,0.007800,0.002910
1984-06,-0.018460,-0.018460,0.022261,0.007500,0.002901
1984-07,-0.009072,-0.009072,0.047101,0.008200,0.003857
1984-08,0.092078,0.092078,0.021929,0.008300,0.003842
1984-09,0.014082,0.014082,0.031120,0.008600,0.004785
1984-10,-0.004099,-0.004099,0.044849,0.010000,0.002857
1984-11,0.012884,0.012884,0.013772,0.007300,0.000000
1984-12,-0.007051,-0.007051,0.016699,0.006400,0.000000
1985-01,0.046998,0.046998,0.001816,0.006500,0.001899
1985-02,0.057895,0.057895,-0.010763,0.005800,0.004739
1985-03,-0.004763,-0.004763,0.035328,0.006200,0.003774
1985-04,0.010260,0.010260,0.044666,0.007200,0.004699
1985-05,0.027369,0.027369,0.052053,0.006600,0.003742
1985-06,0.025122,0.025122,-0.000826,0.005500,0.002796
1985-07,0.022487,0.022487,0.007354,0.006200,0.001859
1985-08,-0.018439,-0.018439,0.006136,0.005500,0.001855
1985-09,-0.018835,-0.018835,0.016718,0.006000,0.002778
1985-10,0.014965,0.014965,0.037665,0.006500,0.003693
1985-11,0.064214,0.064214,0.041809,0.006100,0.002760
1985-12,0.052954,0.052954,0.012261,0.006500,0.002752
1986-01,0.007533,0.007533,0.040138,0.005600,0.002745
1986-02,0.056988,0.056988,0.070696,0.005300,-0.002737
1986-03,0.061843,0.061843,0.040286,0.006000,-0.004575
1986-04,0.027424,0.027424,-0.022278,0.005200,-0.001838
1986-05,0.004928,0.004928,0.000224,0.004900,0.002762
1986-06,0.031342,0.031342,0.041711,0.005200,0.005510
1986-07,-0.018024,-0.018024,0.015291,0.005200,0.000000
1986-08,0.022824,0.022824,-0.013614,0.004600,0.001826
1986-09,-0.024548,-0.024548,0.007609,0.004500,0.004558
1986-10,-0.000893,-0.000893,0.018896,0.004600,0.000907
1986-11,0.035335,0.035335,0.015983,0.003900,0.000907
1986-12,0.017095,0.017095,0.008058,0.004900,0.000906
1987-01,0.066740,0.066740,-0.006098,0.004200,0.006335
1987-02,0.064625,0.064625,0.006042,0.004300,0.003597
1987-03,0.043770,0.043770,-0.046511,0.004700,0.004480
1987-04,-0.008547,-0.008547,-0.032576,0.004400,0.005352
1987-05,0.001746,0.001746,0.021275,0.003800,0.003549
1987-06,0.045002,0.045002,0.003650,0.004800,0.003537
1987-07,0.031234,0.031234,-0.013454,0.004600,0.002643
1987-08,0.064553,0.064553,-0.035134,0.004700,0.005272
1987-09,-0.030292,-0.030292,0.001448,0.004500,0.005245
1987-10,-0.118526,-0.118526,0.051385,0.006000,0.002609
1987-11,-0.123019,-0.123019,-0.001128,0.003500,0.000867
